200,200,300,300,300:5.888429935094341,1.9954827759062967,1.3310513832421145
100,100,100,300,200:3.2831951256409946,1.0821416513660174,0.9566683070281203
300,300,300,200,100:6.685463779773161,1.9916041288908244,1.0482758453302221
200,300,300,300,200:5.841066817325799,2.1047102487356906,1.280323125
300,200,300,100,200:6.640725483809884,1.7580459437079077,0.914049629485041
100,100,100,300,100:2.8302143641417654,0.993978899721192,0.8601405250540403
200,200,300,100,300:5.6639029860717205,1.7558047325301116,0.9545233149175872
300,100,300,200,300:6.836919484676506,1.7702839537795874,1.1429990236954493
100,300,300,300,200:4.370206054319126,2.0126363318543405,1.2324050464206808
200,300,300,200,200:5.711692490704318,1.9851181810697371,1.0950505988306298
200,200,100,300,300:5.597568713705618,1.4671554151099104,1.1706545382356834
200,300,100,300,200:5.538030209234369,1.5763203856948889,1.1326190815155575
100,200,300,100,100:3.2803032089410875,1.484226260617081,0.6922211270749331
100,100,100,200,200:3.173202591560712,0.9677612117229062,0.7726667153877025
300,200,200,300,200:6.747675735760589,1.7396949421758918,1.207100803584813
100,300,300,300,300:4.865216374753948,2.093647401977253,1.33344927411282
300,200,100,300,300:7.036517417062595,1.5636377064280484,1.231567833749601
300,200,300,300,200:6.923059802544771,2.0021405038431106,1.283054059038409
200,100,100,200,100:4.148838191037981,0.9782015582207781,0.7273230186854519
100,100,300,300,200:3.587862523095658,1.5973906715463961,1.1186113272615126
300,300,300,300,100:6.776699334339623,2.1131157942645795,1.2383372520206526
200,200,100,100,100:4.39395512933624,1.0581159666225226,0.5915600383151102
200,100,200,200,300:5.260553802696341,1.4115189674647899,1.0034692761901056
200,100,300,300,100:4.558662354588457,1.6122999881496485,1.0673097717819118
300,100,100,100,300:6.4935105707196135,1.1312510361282424,0.7972693181028281
100,200,300,300,300:4.4256457584905675,1.8953926261912377,1.2731668961538463
200,100,100,300,300:5.216935175010703,1.2632914700119628,1.1150911928615281
200,200,100,100,200:4.8990712286372915,1.1455604531940007,0.6985916157692292
300,100,200,300,100:5.847633228237575,1.45049337679506,1.0471453059934543
100,200,100,300,300:4.148065728479659,1.3727055748362513,1.1154628806283182
100,100,200,200,300:3.791578751814223,1.3113610632330446,0.9533060997273167
200,300,100,200,300:5.926432064543055,1.5466377024461673,1.0456853072190522
100,300,200,200,200:4.092302992985191,1.6293206344505065,0.9665355259877961
300,200,300,200,200:6.7572399607250775,1.8784015607236442,1.0913725168223016
100,100,100,200,300:3.6447710237702218,1.053351213307047,0.8744943562668713
200,200,300,200,100:4.820079270321361,1.6994449891834156,0.9374164067126466
200,300,100,200,200:5.440489536423843,1.4561514329837892,0.9465375506056727
100,200,300,300,200:3.992082508763415,1.8052957229143074,1.175677434526465
200,100,200,300,200:4.885481619718311,1.4382126477764225,1.0934142423898232
200,200,200,100,300:5.498098961885061,1.4897585605223986,0.877917139209157
300,300,100,100,200:6.760351220081732,1.438253160133421,0.8094525337835254
300,200,100,100,200:6.381049472377408,1.2434389260959982,0.758028516867211
100,300,100,300,100:3.5725397750878556,1.3947592291759987,0.9727367143944173
200,300,200,100,200:5.474372627756161,1.5951216699937971,0.8341805890877648
200,300,300,200,300:6.223371173450161,2.072560395917682,1.1988715267396661
300,300,200,300,200:7.135531904484568,1.9357157227722777,1.2641388187810914
100,100,300,100,200:3.346335612865836,1.3729379019169818,0.7423543395002985
200,200,300,300,200:5.426222530149737,1.9016455079853842,1.2323128762021618
200,300,200,300,100:5.224165404738722,1.7542876761006547,1.1081195321139363
100,300,300,300,100:3.870376635231989,1.923808831873745,1.1257576982131132
100,100,100,200,100:2.6993801325313487,0.8800252082430677,0.6729298517663399
100,200,300,300,100:3.4993577019939517,1.7239132379007134,1.0691691894851512
300,300,300,100,100:6.568267295097485,1.8697745827852112,0.8608119231007072
200,300,200,300,200:5.698557368625925,1.840778143348836,1.2090661154476867
200,300,100,200,100:4.940392582781458,1.3709922251237803,0.8400428296207103
300,300,200,300,300:7.640555878928989,2.0174914127911188,1.3692315611458736
200,300,300,300,100:5.343174032176974,2.021936265953915,1.1797326243867252
200,100,200,100,100:4.165966700330968,1.1203213839172077,0.6157590837083524
100,300,100,300,300:4.549388860703161,1.567361622827103,1.1772870060946046
200,100,300,300,300:5.542719587715432,1.7836647266889263,1.268551331062252
100,100,200,300,100:2.9704951144508676,1.2556185359224898,0.934507112582409
200,300,200,100,100:4.996205048823183,1.5114972184129765,0.7255603899066727
200,100,100,100,200:4.547704416227934,0.9496768025028463,0.643690574330927
200,300,200,300,300:6.1804011115429445,1.9341781608403055,1.3119916238218134
300,200,300,100,100:6.164770488046342,1.6745861735005332,0.8012014650107713
200,200,200,100,200:5.0769577629420075,1.4040988739259022,0.7766241725941372
200,100,200,200,100:4.293378611744726,1.2406383491004853,0.8017721655681803
100,100,200,300,300:3.8757440160139716,1.426026545446789,1.135671349385954
100,300,300,200,100:3.752476319428305,1.8055966030188122,0.9407983747420973
300,200,300,100,300:7.154907473482502,1.8482510646943389,1.006871280579654
200,200,300,200,300:5.773573547533548,1.8728001545440007,1.1470073940431589
100,100,100,300,300:3.749498142818865,1.1651194836351968,1.059538334302086
300,300,300,200,300:7.716246888763413,2.1640179577910015,1.2574328708146127
300,300,100,200,200:6.870515216631055,1.5569244453228916,0.995929947465565
300,300,300,200,200:7.141294015480462,2.0772263972059655,1.1562727371164334
200,200,100,200,300:5.485873093709883,1.3499436612780402,0.9895176743789889
200,300,200,200,100:5.0788896632275655,1.6355073734689587,0.9174745427416451
100,200,100,100,300:3.8989449375,1.13225661,0.7476484916666666
100,300,300,100,300:4.592590474320241,1.8536263008786917,0.9565045577720027
100,300,200,200,300:4.598006259432127,1.7142809406777857,1.067267462761993
100,300,200,300,100:3.722720635601481,1.6589462475325547,1.0492566310521871
300,300,200,100,200:6.896591506307011,1.6906845748442971,0.8890491201106603
100,300,100,300,200:4.074476376804527,1.481562370974256,1.0777199081696796
100,100,300,200,300:3.9188874574903894,1.5722249430722428,1.028449755909595
300,200,200,300,300:7.198127722417478,1.828380828343814,1.3076115691703378
300,200,100,200,100:5.998756068163503,1.2730566157329908,0.8383543132652082
100,100,300,200,200:3.463299906509228,1.4863725970928459,0.9261239863985976
100,200,100,200,100:3.09889488603156,1.0793361776738748,0.7308420301210508
100,100,300,300,300:4.034733072349201,1.6870967997606703,1.2139415842359373
200,100,100,200,300:5.098078581888248,1.1495135169443502,0.931939652293314
200,300,300,200,100:5.242835631590002,1.8930044995274102,0.9923605501743331
300,100,100,200,300:6.560595377299986,1.2472604287692899,0.9869303604419497
300,200,300,300,100:6.368807566710704,1.911553861013059,1.1774768906299824
100,200,100,200,200:3.5522969528382786,1.168715483385546,0.833559473134247
100,200,100,300,200:3.6757471545954186,1.2823415932929543,1.015994786882114
100,300,100,200,200:3.937401653133209,1.3618598810533995,0.8896947531899367
300,200,300,300,300:7.356550590497736,2.0891904533778107,1.3893748191027213
200,100,300,100,200:4.813744783927222,1.46573012070025,0.7929180924466277
100,200,200,100,200:3.587061598302688,1.3077580108010805,0.7223834444130128
200,200,100,200,200:5.0458489112081475,1.260626099871128,0.8864401178681366
100,300,200,100,200:3.9585183738062755,1.5039148885857208,0.7783282745842705
100,300,100,100,100:3.3656337173649065,1.1565875536577277,0.5944831456045727
300,200,200,100,200:6.530241751809724,1.4999531397058565,0.8324063815831957
200,200,100,300,100:4.646167083526324,1.2929279394341107,0.9708885107192482
300,100,200,100,200:6.123763050952776,1.3012326702272459,0.7755220235265549
300,200,100,100,100:5.854584377555255,1.156329706742348,0.651941775229724
300,200,100,200,200:6.497524567645845,1.3609640989888698,0.9419588906203731
300,200,200,200,300:7.0688400401250995,1.710711557706277,1.1240600546279782
300,300,200,100,100:6.412313852308721,1.6107805230975192,0.7842230235412643
200,200,200,100,100:4.564881989033842,1.317876318633012,0.6733041812721725
300,100,300,200,100:5.868685321976152,1.593478261190292,0.9381242563410941
300,100,100,300,300:6.627864916993872,1.3596348756320067,1.1735140461540863
100,300,200,100,300:4.460124202531645,1.5969248119658122,0.8796885285935859
100,200,300,100,300:4.223536270652038,1.6554539924928457,0.8971666602170518
200,100,200,300,100:4.40846722147651,1.3494788148329067,0.9893798571974078
100,100,300,100,300:3.8055457407757807,1.4597156207167088,0.8438437798395992
200,100,300,200,100:4.420266254972532,1.498342285247422,0.8788554589136282
100,300,200,100,100:3.499070424951267,1.4211802789395713,0.6762319256694368
100,300,200,300,200:4.207610848237189,1.7515470032168228,1.154135955516878
200,300,200,200,200:5.571022286882055,1.7208203590177165,1.0229686144053343
200,200,200,300,300:5.760787524033326,1.7259573387070204,1.2537529536181424
100,100,200,300,200:3.4380169206275846,1.3450935625144442,1.037602661753764
200,200,300,100,100:4.7086387962857685,1.574493603274588,0.7504921498992966
300,100,100,200,100:5.572533555336383,1.0733158155518774,0.7790151075516508
200,200,200,300,100:4.792103113373439,1.5556482275301355,1.048297410386409
100,200,200,100,100:3.1305229963183234,1.2235936796618256,0.6195265772389605
100,300,100,100,200:3.8255679585793576,1.2416879015316264,0.7010922132129622
300,300,200,200,200:7.041136851923826,1.8142719873617081,1.0760692629980684
200,200,200,300,200:5.280969646569647,1.645021671006017,1.1534283431765917
300,200,200,200,100:6.149521977137727,1.5345230237236982,0.9179287496025716
100,200,300,200,100:3.3915665387214498,1.6050189951031921,0.8800159573553484
300,100,200,300,300:6.781268796526057,1.6214919107801464,1.2516677573718673
100,200,200,200,100:3.241092011421603,1.34372419165574,0.8033346337546957
100,100,100,100,300:3.52362536826283,0.9353120857331456,0.686367126459456
100,300,300,200,200:4.23220410989495,1.8925932796421079,1.044148988844168
100,100,200,200,100:2.855813093752532,1.1398106780443318,0.7498473724779191
200,200,300,300,100:4.937265258371467,1.8199761350236072,1.1218875693413741
300,300,100,200,300:7.340306844254335,1.6406499788604063,1.1003793321018862
100,200,300,200,200:3.8650599224806204,1.6927817998277346,0.9851486067183463
300,200,200,100,100:6.029019239121427,1.4160145789120302,0.7216011573421744
300,200,100,100,300:6.894104953875809,1.3229905410562828,0.8577264355458578
100,100,200,100,100:2.6994840909090914,1.0224359893153232,0.5653372703974268
300,100,200,200,300:6.695922637396696,1.5106378396904054,1.0630675336939972
300,300,300,100,200:7.070893277851338,1.9561730525607886,0.9643121065726108
300,200,200,300,100:6.243951777150387,1.6566959329699582,1.1047162986222938
200,200,200,200,100:4.679372830601093,1.4405309793127086,0.8608652072457021
300,200,200,100,300:7.01407881664947,1.5857700455085082,0.9336803162217946
200,100,200,300,300:5.3710767165455335,1.5256394503319928,1.1900099650421958
100,100,200,100,300:3.6635860970373564,1.19384114558311,0.7642686100596597
300,100,200,100,100:5.5979447733744685,1.2149265157807312,0.6715614592533952
200,100,100,100,300:4.988939861093249,1.0324419753970575,0.7435302243861445
100,200,300,200,300:4.335251915872607,1.7775707742805795,1.0908122736850683
300,200,100,300,100:6.1089382562048185,1.3880049470995017,1.0255114319774703
300,100,200,100,300:6.630411120297646,1.3872847160037327,0.8741846388194906
200,300,300,100,300:6.096844557191394,1.952139104312281,1.0112483292372536
300,200,200,200,200:6.621287868513548,1.6213113678591402,1.0212043756995288
300,100,300,100,100:5.780901377347754,1.4741611538144042,0.7482201132416147
100,200,100,100,100:2.9925924492541673,0.9617115888911826,0.5454578395597575
300,300,300,300,200:7.269059774223896,2.203419068008916,1.3397407786709996
200,200,100,200,100:4.543380303383898,1.1773925017915126,0.7809030187477095
200,200,100,300,200:5.145231756756759,1.3780755406922076,1.076497352323915
300,100,300,300,200:6.460272321361062,1.7970025787357644,1.228608836813793
300,300,100,300,300:7.496304383912965,1.7604418522836027,1.2921727212300147
100,300,100,200,100:3.47894161982826,1.2765338158486608,0.7837561011150278
300,100,100,200,200:6.113981640430825,1.1628886721313751,0.8877662006715213
100,200,300,100,200:3.7313562257562385,1.571277131019212,0.7932425846901425
200,200,300,200,200:5.326241624014686,1.7904176495363098,1.0426547771193242
100,200,200,200,300:4.172650646101113,1.5154645238526991,1.0087667655902202
300,200,100,200,300:6.970949669694471,1.448165029034922,1.0429869162703949
200,100,200,100,300:5.127008151638469,1.2918717595538964,0.8185358270847887
200,100,300,200,200:4.891631272827892,1.5855976084041856,0.9801507034988748
200,300,100,100,300:5.783110431324565,1.4244416979922536,0.8598501596870741
100,100,300,200,100:3.004355567578291,1.3986733275226395,0.8237176724399433
300,100,300,100,200:6.276927136363635,1.5640507613148653,0.8541301437432088
300,300,300,100,300:7.5370619297317765,2.0449788476937516,1.0698925258907683
300,300,100,300,100:6.486994530844998,1.587697573563677,1.0817814792732199
200,200,300,100,200:5.196912395183154,1.6650994787182527,0.8556830300205931
100,200,200,300,200:3.8420705830365387,1.5466968098508709,1.0939259648870523
200,100,100,100,100:4.039044428837787,0.8615888468082429,0.5452492961466749
200,300,200,200,300:6.076478657848668,1.8139568429361763,1.1285659111615656
100,300,100,100,300:4.327131563962559,1.3271872635580682,0.7974614538649093
100,200,100,300,100:3.1943921118390604,1.1944647023600186,0.9176605033251802
100,200,200,300,300:4.2924381091376,1.6338154045667752,1.1947829628736302
300,100,100,300,200:6.222734519569271,1.2775947332562454,1.074778877867246
