300,100,300,300,100:5.988280775950086,1.714568196818985,1.1198952764667622
300,100,200,200,200:6.236055517184266,1.4225777204199281,0.9632734158323644
200,300,200,100,300:5.920634491344095,1.6906952039131997,0.9344693023149067
300,300,100,100,100:6.271670828746883,1.3523975913827788,0.7027264800278813
300,200,300,200,100:6.25381499621499,1.7958917425310839,0.9916900153852108
200,200,200,200,200:5.19365590062112,1.5234706880076445,0.9635268238017111
300,300,100,100,300:7.2280603508771994,1.5185773245241596,0.9093585070012634
100,200,200,200,200:3.720630347949081,1.427690438507343,0.9037520144629063
100,100,300,100,100:2.8703690933232173,1.2844000331166063,0.6434431282947896
200,100,200,100,200:4.6544399781465,1.2089104992706088,0.7190438315410764
200,100,300,200,300:5.397966513399613,1.6702081220661842,1.0892885510398898
300,300,200,100,300:7.397432334433875,1.7821763332449114,0.9887504088172461
300,100,100,100,100:5.493582926694331,0.960159364256762,0.5919778302754296
200,300,300,100,100:5.130727583790948,1.778515120402399,0.8027194667169844
100,300,200,200,100:3.6078425187916605,1.5405935025980804,0.8638918004241627
200,300,100,100,100:4.831542342623272,1.2535793784638145,0.654746911898903
200,100,100,200,200:4.6139482537714445,1.0651292960675525,0.8285327521683652
200,300,100,100,200:5.34027963013432,1.3375954635066962,0.7584504286096665
200,300,300,100,200:5.598835411764706,1.8622681634656173,0.9109650723781572
300,100,200,200,100:5.731174531120336,1.3362102350043255,0.8591335152644125
100,200,100,200,300:4.028632046302249,1.2509175661377894,0.9320953876505532
200,100,100,300,200:4.690386222530649,1.1789289858986551,1.010900234465596
300,100,300,300,300:6.948648292878735,1.8886367123603331,1.3306429711792744
200,100,300,100,100:4.3352055417823205,1.3788030952647068,0.689023451441731
100,300,100,200,300:4.430584735815948,1.4514415570774033,0.9907067874955188
200,300,100,300,300:6.016998175657257,1.6645557985575894,1.23595691584365
200,100,300,300,200:5.040774432054436,1.699196238729989,1.1746081700625979
200,300,100,300,100:5.053107384348257,1.4916701794293847,1.0293244171736644
300,300,200,300,100:6.637219331129692,1.853624845258928,1.1584291906162125
300,100,200,300,200:6.356139403269195,1.5373588203358426,1.15362919757565
100,100,100,100,200:3.072030601542417,0.848602203215376,0.5850951140458593
100,100,200,100,200:3.199216677389851,1.112245621001978,0.6652299234901738
300,300,100,300,200:6.998198388618678,1.6733892189148294,1.192207212193866
100,100,200,200,200:3.3271697649391117,1.2258554635671681,0.851298448824176
300,300,100,200,100:6.353569604101768,1.4694170594526856,0.8925524221970106
200,200,100,100,300:5.39530607471634,1.2274714469171162,0.7986004992639025
100,300,200,300,300:4.70743144282475,1.8304963900806948,1.2556066722497246
100,200,100,100,200:3.4419582539218974,1.0476612244450938,0.6457884828669798
300,100,100,100,200:5.995737100352483,1.0441613853577003,0.6988217067808372
200,100,100,300,100:4.283085842024704,1.089493362870361,0.9143558366068041
100,200,200,100,300:4.049414483012164,1.393891595246915,0.8250836698359284
300,300,200,200,300:7.527572262112685,1.9049151588446667,1.1806368267473637
100,300,300,100,100:3.653151108013697,1.6813632945473134,0.7547015303769862
100,200,200,300,100:3.3520705949974436,1.4620520457646629,0.9943336560085694
200,100,200,200,200:4.769521359349064,1.3216042159816472,0.9062916144013098
200,200,200,200,300:5.6207149668591025,1.6110764919781166,1.0684224224510095
300,100,100,300,100:5.685608601659752,1.187473478824266,0.968847550211557
100,100,300,300,100:3.1255922262461446,1.514438289124982,1.0106478042153806
300,200,100,300,200:6.597633668596238,1.4763704910967093,1.1330678278414783
100,100,100,100,100:2.5992282985130815,0.7663697362143076,0.4839297292034372
300,200,300,200,300:7.2562750765748785,1.9683521298002555,1.197690905653053
200,100,300,100,300:5.296769991792931,1.552461656721628,0.8934572784696116
300,100,300,200,200:6.395489968785475,1.684646607349105,1.0402658666560003
100,300,300,100,200:4.109200180112099,1.770429684870528,0.8573110390898062
100,300,300,200,300:4.732326670756261,1.976142953954515,1.1454125564077606
200,300,300,300,300:6.340888483706915,2.1906421477600495,1.3905615117975765
300,300,200,200,100:6.535384486407767,1.7297652262042569,0.9737776679381586
300,300,300,300,300:7.7912171875000045,2.2851903385416663,1.4478951171875
300,100,300,100,300:6.760528464887387,1.64893740670396,0.9514179838873088
